达人名称,综合价值分,粉丝数,认证类型,视频笔记报价,视频CPE,互动成本指数,粉丝质量指数,内容吸引力指数,省份
LuFee,6.14,375927,腰部达人,27800.0,2.39,0.01255201912723559,0.328015,0.008465384615384614,广东
江奇霖,6.14,164395,明星,70000.0,46.13,0.0006500504783799112,0.36511738,0.011903846153846154,中国
白米饭,6.14,145445,腰部达人,14400.0,6.6,0.0045451701297888674,0.35667804,0.0031230769230769233,湖南
肖宇梁,6.14,556297,明星,70000.0,0.0,0.001771717154589004,0.3642924,0.006388461538461538,中国
金条与富贵er,6.14,115808,腰部达人,7300.0,0.0,0.001771717154589004,0.3571848,0.01745,中国
甜蜜小荔枝,6.14,241051,腰部达人,25000.0,0.0,0.001771717154589004,0.36519732,0.005476923076923077,福建
Leo说时尚,6.14,691860,头部达人,44800.0,71.13,0.0004214773753476962,0.36708983999999995,0.009596153846153846,广东
亦儿麻麻🌈,6.14,103286,腰部达人,12000.0,0.0,0.001771717154589004,0.36192835,0.010346153846153847,河南
Iris氧气张,6.13,902908,头部达人,68000.0,6.81,0.004405001887898588,0.35657198,0.003442307692307693,湖南
可什么乐Le,6.13,102149,腰部达人,7500.0,35.89,0.0008356019582832805,0.36702650000000003,0.006873076923076923,中国
小雏姐姐,6.13,160165,腰部达人,20000.0,45.15,0.0006641663027186114,0.36537929999999996,0.010684615384615384,中国
龙崽在日本,6.13,101640,腰部达人,12000.0,0.0,0.001771717154589004,0.35685328,0.016565384615384614,日本
安然Nadia,6.13,160123,腰部达人,40000.0,24.09,0.0012450446538946297,0.36694024000000003,0.005084615384615385,Norway
Yuri睿哥,6.13,522463,头部达人,60000.0,32.03,0.0009363364701918481,0.36058099,0.015915384615384616,中国
33小霸王,6.13,177013,腰部达人,28000.0,14.98,0.002002385084793602,0.36089184,0.009265384615384616,阿根廷
凶手是我,6.13,150396,腰部达人,28000.0,80.58,0.0003720152110661479,0.36716505000000005,0.008826923076923076,浙江
广东夫妇,6.13,2536111,头部达人,25200.0,15.31,0.0019592184379142352,0.36241706,0.0075769230769230774,中国
糖拌杨咻咻,6.13,255715,腰部达人,55000.0,6.63,0.004524602456285898,0.35593779,0.0040384615384615385,重庆
Ssss,6.13,202199,腰部达人,25000.0,0.0,0.001771717154589004,0.35809712,0.015184615384615387,中国
糯米甜酒,6.13,114641,腰部达人,2200.0,0.0,0.001771717154589004,0.36400000000000005,0.0065807692307692294,中国
1小点的厨房,6.13,426750,腰部达人,33300.0,0.0,0.001771717154589004,0.36834900000000004,0.0,United
阿酥咔azucar,6.13,156080,腰部达人,,0.0,0.001771717154589004,0.36205218,0.008826923076923076,江苏
郑志杰,6.13,136857,腰部达人,100000.0,0.0,0.001771717154589004,0.36424534999999997,0.006119230769230769,广东
元旦快乐,6.13,279763,腰部达人,6000.0,0.0,0.001771717154589004,0.36808993,0.0,广东
思诺,6.13,220458,腰部达人,32000.0,42.27,0.0007094376963596703,0.36563935999999997,0.00976923076923077,广东
手绘思考者,6.13,203265,腰部达人,17100.0,83.94,0.00035711252927610095,0.363726,0.014176923076923078,辽宁
陈小亦,6.13,188787,腰部达人,5998.0,0.0,0.001771717154589004,0.35309196,0.02283076923076923,中国
汪汪酱,6.13,130805,腰部达人,5700.0,24.26,0.001236318101437724,0.35891090999999997,0.017196153846153847,四川
施柏宇patrick,6.13,230204,明星,18000.0,0.0,0.001771717154589004,0.36539680999999996,0.004015384615384616,中国
大师兄MB,6.13,146819,腰部达人,12600.0,7.23,0.004149093064530441,0.35622612,0.0057,中国
高杉33,6.13,108006,腰部达人,10000.0,0.0,0.001771717154589004,0.35931696,0.013584615384615386,上海
Young,6.13,103312,腰部达人,12000.0,0.0,0.001771717154589004,0.36582926,0.0037846153846153845,中国
Marcus马马马克斯,6.13,186672,腰部达人,35000.0,85.96,0.00034871392001412137,0.36903791999999996,0.006976923076923077,上海
玛玛ma,6.13,384871,腰部达人,29900.0,0.0,0.001771717154589004,0.36829518,0.0,上海
桃吱吱,6.13,145820,腰部达人,3000.0,0.0,0.001771717154589004,0.36451512,0.00513076923076923,天津
尹彬,6.13,432304,腰部达人,75000.0,42.46,0.0007062618261750698,0.36949235,0.0038461538461538464,上海
超爱买的黄阿姨,6.13,143980,腰部达人,13200.0,0.0,0.001771717154589004,0.3631299,0.007530769230769231,广西
杨昕 Dionne,6.13,177601,腰部达人,30000.0,139.53,0.0002147218723267763,0.36454391999999997,0.013788461538461538,中国
iami,6.13,159729,腰部达人,17000.0,49.9,0.000600916862214437,0.36656296,0.00856153846153846,浙江
养生少女芽,6.13,237493,腰部达人,40000.0,13.26,0.0022621583709592757,0.36207756,0.006500000000000001,湖南
静静醒了_,6.12,128340,腰部达人,8000.0,0.0,0.001771717154589004,0.36380819999999997,0.005553846153846154,河北
思懿小姐,6.12,419002,腰部达人,30000.0,56.39,0.0005317236591285036,0.35059135999999996,0.03233846153846154,中国
曾天天🌻,6.12,306156,腰部达人,30000.0,9.58,0.0031312391887047845,0.35999960000000003,0.003992307692307693,中国
小霸王,6.12,139468,腰部达人,12000.0,7.67,0.003911058297553255,0.35658,0.005307692307692308,广东
ava是小仙女,6.12,127807,腰部达人,13000.0,0.0,0.001771717154589004,0.36784,0.0,四川
江婉颖,6.12,111971,腰部达人,20000.0,0.0,0.001771717154589004,0.36339660999999995,0.006265384615384615,浙江
玉央-Yang,6.12,223376,腰部达人,24000.0,0.0,0.001771717154589004,0.36122516,0.009173076923076924,山东
段奥娟（发新专版）,6.12,238345,明星,70000.0,0.0,0.001771717154589004,0.36426455,0.0049,北京
这很凉爽,6.12,439492,腰部达人,1000000.0,0.0,0.001771717154589004,0.36069605,0.01026923076923077,中国
明月,6.12,108280,腰部达人,28000.0,29.38,0.0010208173683906865,0.36534016999999996,0.007657692307692308,上海
食梦鲨,6.12,167498,腰部达人,23000.0,69.91,0.00042883756658575016,0.3663,0.009057692307692307,浙江
志宇学长呀,6.12,270459,腰部达人,15900.0,289.09,0.00010348822652106502,0.36864132,0.007803846153846153,北京
🌷Camellia.年筱.,6.12,146685,腰部达人,7000.0,0.0,0.001771717154589004,0.35950444000000004,0.011692307692307695,山东
森森Ciela,6.12,171835,腰部达人,4000.0,0.0,0.001771717154589004,0.36348165,0.006434615384615385,重庆
KarlieKloss,6.12,369565,明星,28700.0,0.0,0.001771717154589004,0.36769595,0.0,美国
是洋梓的家🏠呀,6.12,121149,腰部达人,13000.0,0.0,0.001771717154589004,0.35399793,0.02016923076923077,浙江
旖旎不风光,6.12,515868,头部达人,80000.0,111.27,0.000269328813999967,0.37128049,0.0027615384615384615,中国
Rose,6.12,861773,头部达人,206040.0,15.71,0.001909326543521324,0.36400876,0.004365384615384615,浙江
今今_Jennie,6.12,502995,头部达人,20000.0,0.0,0.001771717154589004,0.36412896,0.005003846153846154,江苏
ᅠᅠᅠ,6.12,209716,腰部达人,16300.0,0.0,0.001771717154589004,0.36777545,0.0,地球的某一片红薯地
王浩然johnny,6.12,138209,腰部达人,5000.0,0.0,0.001771717154589004,0.36343425,0.00585,上海
史丢diu..ಠ_ಠ,6.12,194994,腰部达人,9500.0,60.9,0.0004923252638170705,0.36706587,0.007692307692307693,中国
巴黎小郭郭,6.12,1245491,头部达人,65000.0,11.82,0.0025377860767858695,0.36213224,0.004196153846153846,法国
190欧阳,6.12,261550,腰部达人,15000.0,92.31,0.00032470625369062094,0.3610413,0.017711538461538463,中国
再吃一碗饭,6.12,101115,腰部达人,15000.0,0.0,0.001771717154589004,0.35779315,0.014957692307692307,河北
李里,6.12,2012734,头部达人,110000.0,0.0,0.001771717154589004,0.36077676,0.010623076923076923,中国
亿典花艺气球美学派对培训,6.12,167671,企业机构号,10500.0,2625.0,1.1142860326531522e-05,0.3614865,0.019230769230769232,中国
嘉尚传媒,6.12,188897,腰部达人,15000.0,0.0,0.001771717154589004,0.35933952,0.012446153846153846,
鸡叫三遍,6.11,108406,腰部达人,20000.0,0.0,0.001771717154589004,0.35807424,0.013573076923076922,中国
橙子微漫,6.11,279991,腰部达人,15000.0,0.0,0.001771717154589004,0.35403728,0.019334615384615388,河北
Gyokuu,6.11,137970,腰部达人,,0.0,0.001771717154589004,0.36163997999999997,0.007619230769230769,中国
懒懒兔,6.11,145833,腰部达人,5652.0,0.0,0.001771717154589004,0.359371,0.011280769230769231,中国
绿野逸子,6.11,404354,腰部达人,100000.0,76.41,0.00039233316498654675,0.36882648,0.004684615384615385,浙江
可爱的QQ呀,6.11,775451,头部达人,100000.0,0.0,0.001771717154589004,0.36690655,0.0,中国
小娱转晴,6.11,122890,腰部达人,8000.0,5.16,0.005813669435134787,0.3492864,0.005930769230769231,湖南
聂胡刘成,6.11,1054701,头部达人,60000.0,6.74,0.004450754133025979,0.35511357,0.003523076923076923,湖南
北川婠婠,6.11,464428,腰部达人,64000.0,123.37,0.0002428853042873585,0.36964670000000005,0.004573076923076924,浙江
妹妹,6.11,204613,腰部达人,15000.0,10.75,0.002790412757393678,0.35941844,0.005453846153846153,中国
安芯妈妈,6.11,107829,腰部达人,12000.0,38.15,0.0007860841040187872,0.3692978,0.0018846153846153848,福建
瑶小仙yoyo,6.11,131944,腰部达人,15000.0,1666.67,1.7714254775573363e-05,0.37020516,0.00501923076923077,上海
夏天妈妈,6.11,316542,腰部达人,22000.0,52.51,0.0005710341974862242,0.35664844,0.022438461538461536,陕西
Laurayou,6.11,163186,腰部达人,35000.0,62.45,0.0004800987303313082,0.3632827,0.012488461538461539,中国
吃果冻没有勺,6.11,203232,腰部达人,24000.0,0.0,0.001771717154589004,0.35544406999999995,0.017476923076923077,江苏
KK要早睡🌟,6.11,145065,腰部达人,11300.0,0.0,0.001771717154589004,0.36208944,0.007546153846153846,广东
张阿福,6.11,726224,头部达人,150000.0,8.36,0.0035882320573349287,0.35897983999999994,0.002126923076923077,美国
鱼tongtong,6.11,105063,腰部达人,15000.0,55.35,0.0005417198605455892,0.36411605999999996,0.011396153846153846,上海
咖姐（岛民版）,6.11,124355,腰部达人,8000.0,400.0,7.471430706123059e-05,0.35844165,0.022192307692307692,中国
阿七,6.11,105616,腰部达人,11800.0,15.56,0.0019277354020485282,0.36181030000000003,0.007165384615384616,江苏
杨昆,6.11,101648,明星,39000.0,7.43,0.004037400499822561,0.35680895999999995,0.003023076923076923,上海
四禾E_,6.11,171832,腰部达人,20000.0,129.03,0.00023221842088361032,0.36546821999999995,0.01058076923076923,中国
我吃过饭了,6.11,159159,腰部达人,18000.0,10.44,0.0028732783250417547,0.35980451,0.005176923076923077,浙江
月亮落袋里了,6.11,120036,腰部达人,15800.0,27.27,0.0010998246109509891,0.36543906000000004,0.0062038461538461535,上海
月不高,6.11,235260,腰部达人,12000.0,6.38,0.00470190998648391,0.35379855,0.004269230769230769,中国
小贺Mario,6.11,111145,腰部达人,13000.0,0.0,0.001771717154589004,0.3618748,0.00805,北京
娱乐酱酱子,6.11,191491,腰部达人,26000.0,56.23,0.0005332374684786608,0.36167058,0.01448846153846154,山东
凌UU呀,6.11,183630,腰部达人,17800.0,0.0,0.001771717154589004,0.3621871,0.006946153846153846,中国
莹莹Madam,6.1,167397,腰部达人,3400.0,0.0,0.001771717154589004,0.3556586,0.015765384615384615,广西
喵喵大旺,6.1,122388,腰部达人,14000.0,0.0,0.001771717154589004,0.35792255999999995,0.01238846153846154,中国
小时,6.1,115100,腰部达人,10000.0,0.0,0.001771717154589004,0.3645153,0.0026615384615384613,中国
NanaXeges,6.1,166850,腰部达人,26000.0,0.0,0.001771717154589004,0.36377619,0.0035461538461538464,英国
梨子杏月,6.1,319249,腰部达人,27000.0,8.72,0.0034400822410719897,0.3574074,0.004673076923076923,福建
🍀甜妹小卷,6.1,295366,腰部达人,35658.0,10.33,0.002903877748501096,0.34681576,0.023146153846153848,广东
卷卷bb,6.1,122863,腰部达人,8700.0,38.4,0.0007809645088470025,0.36152448,0.012419230769230767,广东
阳大头,6.1,110982,腰部达人,12000.0,0.0,0.001771717154589004,0.36024846,0.009615384615384616,上海
阿唯Elva,6.1,335004,腰部达人,28000.0,62.5,0.00047971442277554933,0.36091040999999996,0.01503076923076923,中国
白客评测,6.1,319463,腰部达人,34000.0,36.36,0.000824797029621405,0.36241308,0.010761538461538461,中国
炸毛,6.1,245583,腰部达人,11000.0,77.74,0.0003856161195846857,0.36670938,0.00665,中国
任子威,6.1,228644,明星,17800.0,0.0,0.001771717154589004,0.36124364999999997,0.007692307692307692,黑龙江
黑有染,6.1,152785,腰部达人,13000.0,0.0,0.001771717154589004,0.36218817,0.005961538461538462,江苏
汪七月,6.1,171504,腰部达人,12800.0,0.0,0.001771717154589004,0.35840724,0.012392307692307692,北京
帅姐在日本,6.1,263778,腰部达人,18000.0,101.12,0.0002963915855874692,0.3558456,0.02381153846153846,日本
中奎画话,6.1,249407,腰部达人,,0.0,0.001771717154589004,0.359659,0.009823076923076924,江苏
侯雯元,6.1,160528,明星,150000.0,0.0,0.001771717154589004,0.3620792,0.006284615384615385,四川
野子爱成分护肤,6.1,175085,腰部达人,30000.0,197.37,0.00015171311307061737,0.35952684,0.019269230769230768,广东
海之尽,6.1,201917,腰部达人,28560.0,42.91,0.0006988522155191835,0.36668735999999996,0.00553076923076923,中国
芯芯在这儿,6.1,162767,腰部达人,11000.0,0.0,0.001771717154589004,0.35816228,0.012003846153846153,江西
之吾朱,6.09,213370,腰部达人,23000.0,0.0,0.001771717154589004,0.35780256,0.01153846153846154,浙江
HE-何太极,6.09,217936,腰部达人,6050.0,0.0,0.001771717154589004,0.35280112,0.019284615384615386,中国
鱼头侠,6.09,297479,腰部达人,21700.0,0.0,0.001771717154589004,0.35906688000000003,0.009615384615384616,云南
刘六六.,6.09,123082,腰部达人,11500.0,23.03,0.0013023633768802006,0.36226688,0.007692307692307693,阿拉伯联合酋长国
ZekoL的L,6.09,283175,腰部达人,8500.0,29.5,0.0010166637287320097,0.35857545,0.014465384615384614,四川
苍口小梨涡（辣妈版）,6.09,306460,腰部达人,46000.0,0.0,0.001771717154589004,0.36165527999999997,0.005726923076923076,中国
Ella三黑,6.09,187308,腰部达人,18000.0,74.38,0.0004030486305026587,0.35960262,0.01632692307692308,中国
沛瑶小姨,6.09,268806,腰部达人,80000.0,8.41,0.0035668972311060205,0.35755803999999997,0.002980769230769231,上海
张籽沐,6.09,162806,明星,50000.0,21.87,0.001371456790041936,0.36283027,0.0065769230769230766,中国
你家Cat姐,6.09,170967,腰部达人,33000.0,8.44,0.003554217670873295,0.34054019999999996,0.02872307692307692,广东
好多鱼,6.09,129420,腰部达人,21000.0,0.0,0.001771717154589004,0.35388480000000005,0.017992307692307693,中国
行者,6.09,202571,腰部达人,10000.0,10.41,0.0028815594894204552,0.35409407000000004,0.011626923076923078,中国
老板再加一碗饭,6.09,249927,腰部达人,34000.0,73.02,0.00041056074648489926,0.36190722,0.012823076923076925,中国
孔一粒Koyee,6.09,148911,腰部达人,9600.0,110.49,0.00027123214762406417,0.36234932,0.013734615384615385,广东
瑶瑶在干嘛,6.09,101317,腰部达人,11000.0,0.0,0.001771717154589004,0.3600272,0.00836153846153846,中国
刘大军《旧味食足》,6.09,134352,腰部达人,8000.0,0.0,0.001771717154589004,0.36131436,0.007057692307692307,河北
海归硕士candy,6.09,118140,腰部达人,15000.0,6.62,0.004531437634791417,0.35445714,0.0025653846153846156,湖北
筏筏子日记,6.09,405741,腰部达人,20000.0,0.0,0.001771717154589004,0.36306733999999996,0.004426923076923077,贵州
一颗南仔,6.09,219301,腰部达人,100000.0,123.61,0.0002424131657510174,0.36283170000000003,0.012603846153846153,中国
嘿山姥姥噜,6.09,194991,腰部达人,19800.0,104.3,0.0002873461990691921,0.36123453,0.014553846153846155,上海
Jimmy爸爸,6.09,104514,腰部达人,8800.0,35.7,0.0008400506601825414,0.36608733,0.004592307692307692,北京
柯柯葵兔_,6.09,120635,腰部达人,9000.0,0.0,0.001771717154589004,0.3625084,0.004946153846153846,浙江
apuri,6.09,144717,腰部达人,14000.0,0.0,0.001771717154589004,0.36276681,0.004273076923076923,韩国
方方FAFA,6.09,119799,腰部达人,9957.0,124.46,0.0002407556529107425,0.362523,0.013003846153846152,广东
烟烟火,6.09,247943,腰部达人,25000.0,21.09,0.001422189798739861,0.36182196,0.007853846153846154,浙江
皮皮在农村,6.09,2071329,头部达人,188000.0,14.31,0.0020961509433147646,0.36282048,0.002553846153846154,中国
八点半搞笑配音,6.08,318138,腰部达人,12600.0,43.84,0.0006840210504919372,0.36571244,0.005061538461538461,河北
大圆子,6.08,2455227,头部达人,99000.0,32.82,0.0009137913292472483,0.3619635,0.009576923076923077,湖北
不吃软糖,6.08,416445,腰部达人,45000.0,35.66,0.0008409932696884864,0.36433474,0.005896153846153846,中国
你的西,6.08,124686,腰部达人,5000.0,3.83,0.007832614695927958,0.3366259,0.012038461538461538,浙江
画画旳北北,6.08,228577,腰部达人,19800.0,63.67,0.0004708939396523015,0.36000000000000004,0.014873076923076923,中国
白日梦想家,6.08,114770,腰部达人,12000.0,0.0,0.001771717154589004,0.35743388,0.011323076923076924,江苏
俊,6.08,307255,腰部达人,45000.0,38.09,0.0007873228068043783,0.36670648,0.003142307692307692,甘肃
Milo米洛,6.08,208712,腰部达人,8000.0,0.0,0.001771717154589004,0.35956392000000004,0.008384615384615386,广东
一只婶儿,6.08,240045,腰部达人,,0.0,0.001771717154589004,0.35524224,0.014730769230769231,中国
冷脸小刘,6.08,130621,腰部达人,11660.0,0.0,0.001771717154589004,0.36086147999999996,0.00603076923076923,中国
安七七,6.08,1711827,头部达人,35000.0,10.57,0.002837936477821018,0.3583638,0.004553846153846154,江苏
kiko酱酱酱,6.08,190650,腰部达人,15000.0,0.0,0.001771717154589004,0.35234983,0.01903846153846154,中国
秦秦日记,6.08,108261,腰部达人,7500.0,27.68,0.0010835296241959126,0.358182,0.01460769230769231,中国
callmelisaa,6.08,273754,腰部达人,20000.0,0.0,0.001771717154589004,0.36124173,0.0056500000000000005,中国
非洲十年,6.08,297093,腰部达人,79000.0,0.0,0.001771717154589004,0.3602016,0.0075769230769230774,肯尼亚
Seoju,6.08,240055,腰部达人,25000.0,477.71,6.25139100312024e-05,0.364635,0.01023076923076923,贵州
彦儿,6.08,1924513,头部达人,60000.0,119.76,0.0002502153592083963,0.36866514000000006,0.0031884615384615385,四川
林饱饱吃不胖,6.08,158044,腰部达人,6800.0,16.11,0.001861912210612853,0.34587108,0.028734615384615383,北京
